3.929896587383660744e+02 5.164012409513960478e+01
3.933080912863070466e+02 5.150518672199169856e+01
3.947186858316221674e+02 5.232956878850102811e+01
3.957617107942973576e+02 5.225661914460285118e+01
3.962210849539406468e+02 5.267656090071648123e+01
3.963588175331294678e+02 5.245463812436289430e+01
3.966456611570247901e+02 5.251033057851239505e+01
3.970955284552845796e+02 5.239735772357723675e+01
3.977851323828920727e+02 5.268126272912423502e+01
3.994743852459016580e+02 5.245286885245901942e+01
4.002548618219037735e+02 5.270419651995905497e+01
4.008394683026584744e+02 5.262372188139059404e+01
4.012295247724974843e+02 5.285338725985844377e+01
4.018666666666666742e+02 5.286766169154228834e+01
4.023396603396603268e+02 5.291308691308691436e+01
4.025934627170582303e+02 5.265679264555669192e+01
4.027055214723926611e+02 5.282208588957055184e+01
4.026670103092783393e+02 5.260515463917526091e+01
4.034376257545271756e+02 5.264989939637826666e+01
4.041046153846153857e+02 5.200512820512820866e+01
4.048460732984293031e+02 5.145968586387434840e+01
4.058547008547008659e+02 5.050427350427350603e+01
4.066785714285714448e+02 5.004329004329004249e+01
4.077486573576799174e+02 4.956605800214822466e+01
4.085500515995872206e+02 4.973168214654283048e+01
4.086122860020141161e+02 4.965659617321248476e+01
4.089223007063571913e+02 4.985973763874874010e+01
4.091444557477111061e+02 4.974059003051881689e+01
4.092382413087934765e+02 4.993558282208589105e+01
4.101613236814891366e+02 4.910341261633919174e+01
4.115243644067796822e+02 4.886016949152542566e+01
4.119852476290832328e+02 4.846364594309800111e+01
4.126142401700319056e+02 4.823166843783209146e+01
4.129989224137930819e+02 4.757974137931034164e+01
4.132532467532467422e+02 4.762662337662337819e+01
4.132677419354838548e+02 4.762258064516129252e+01
4.134501607717041907e+02 4.800214362272240010e+01
4.135386243386243450e+02 4.795873015873015532e+01
4.136073298429319607e+02 4.836335078534031595e+01
4.137768331562168100e+02 4.819872476089266655e+01
4.138536324786325054e+02 4.826602564102564230e+01
4.141608465608465508e+02 4.801798941798941911e+01
4.150323275862069181e+02 4.765409482758620641e+01
4.157480916030534104e+02 4.740130861504907500e+01
4.160716612377850083e+02 4.761780673181324630e+01
4.164810690423162782e+02 4.733184855233852772e+01
